Feature_1,Feature_2,Y
-1.287909498957745,-0.12001341619804987,1.858849127371369
-0.5933810131002402,0.36716641853177445,1.8190103712530625
-0.5933810131002402,-0.2658117608982163,1.8198928081868537
-1.3068777139076349,-0.8098885106329836,1.6859013227119664
-1.3068777139076349,-0.5111797068570327,1.6859013227119664
-1.3068777139076349,-0.3511571334056307,1.6859013227119664
-0.47665353648553344,-0.07022861556872506,1.8628736076921308
-0.47665353648553344,0.978808254834911,1.8628028756375197
-0.47665353648553344,1.1174944851594597,1.8629761823415378
-0.47665353648553344,0.6160904216783999,1.8619919752787164
-0.47665353648553344,0.9147992254543502,1.8626778003968272
-0.47665353648553344,0.5094087060441319,1.8618796402210847
-0.47665353648553344,-1.051700399403991,1.8630507092963051
-0.4372580131280699,-0.24091936058355387,1.5772557963502407
-0.4372580131280699,0.5663056210490747,1.5762298691072139
-0.4372580131280699,-0.42939039153742736,1.5773023855072918
-0.4372580131280699,-1.396637946621458,1.5773050687355439
-0.4372580131280699,0.4667360197904245,1.5761326999845364
-0.4372580131280699,-1.1370457719114055,1.5773050687355439
-0.4372580131280699,0.032897042877734275,1.5768564612532066
-0.4372580131280699,1.0499293985910896,1.5772060254154687
-0.4372580131280699,0.7334403088760947,1.5765893584490884
-0.4372580131280699,0.8223417385713181,1.576810928222972
-0.4372580131280699,1.1174944851594597,1.5772569705713435
-0.4372580131280699,0.9076871110787322,1.5769985457959153
-0.4372580131280699,0.6089783073027819,1.5763039296476644
-0.4372580131280699,0.7725569379419928,1.576688052305427
-0.4372580131280699,0.7192160801248587,1.576553723860434
-0.4372580131280699,0.9183552826421595,1.5770190390857992
-0.4372580131280699,0.6658752223077247,1.57642504329488
-0.4372580131280699,0.9076871110787322,1.5769985457959153
-0.4372580131280699,1.1174944851594597,1.5772569705713435
-0.4372580131280699,0.47740419135385126,1.5761374276445075
-0.4372580131280699,0.9396916257690129,1.5770577203713592
-0.4372580131280699,1.0072567123373828,1.5771588684527038
-0.7553403869031458,-0.01333170056378179,1.6407355634435525
-0.7553403869031458,-0.2551435893347896,1.6407502601763981
-0.7553403869031458,-0.9627989697087678,1.6407503356289297
-0.7553403869031458,-1.3646334319311773,1.6407503356289297
-1.1945275176659798,-1.6633422357071281,1.7586530812194276
-1.1945275176659798,-1.8767056669756643,1.7586530812194276
-0.6167265084231814,-2.3354370442030166,1.8173575650927005
-0.6167265084231814,-2.203862928254086,1.8173575650927005
-0.6167265084231814,-2.2074189854418953,1.8173575650927005
-0.6167265084231814,-1.0161398275259017,1.8173575650927005
-0.6167265084231814,-1.2366153731700558,1.8173575650927005
-0.6167265084231814,-1.2543956591091006,1.8173575650927005
-0.6167265084231814,0.601866192927164,1.8161810583118023
-0.6167265084231814,0.9503597973324396,1.8167363558626237
-0.6167265084231814,-0.23380724620793591,1.8173538903849162
-0.8020313775490284,-0.8134445678207923,1.9147007456988094
-0.8020313775490284,-0.19824667432984655,1.9147006431766282
-0.8020313775490284,-1.6882346360217906,1.9147007456988094
-0.8020313775490284,-1.6775664644583639,1.9147007456988094
-1.041322704609177,-0.7458794812524225,1.5409789847859885
-1.4469506858452827,-1.659786178519319,1.8331141876600308
-1.516987171814107,-1.1690502866016859,1.8726413020836212
-1.4323597512684445,-0.998359541586857,1.958713801708219
-0.876445143890904,-1.4001940038092666,1.5300723357515305
-0.876445143890904,-0.7601037100036583,1.5300723357515305
-0.876445143890904,-0.0844528443199605,1.530072028071055
-0.876445143890904,0.8827947107640701,1.5288946743508671
-0.876445143890904,-0.027555929315017734,1.5300711152846675
-0.876445143890904,-0.895233883140398,1.5300723357515305
-1.4236051905223417,-0.32270867590315927,1.6992821704134924
-1.1332455924432587,-1.8055845232194856,1.9292037370801434
-1.1332455924432587,-1.332628917240897,1.9292037370801434
-0.7392903588686235,-1.6775664644583639,1.660726719272768
-0.7392903588686235,-1.129933657535788,1.660726719272768
-0.7392903588686235,-1.2650638306725273,1.660726719272768
-0.04768005992648626,-2.203862928254086,1.593882198259228
-0.04768005992648626,-1.8162526947829123,1.593882198259228
-0.04768005992648626,-2.1611902420003792,1.593882198259228
-0.04768005992648626,-2.2180871570053218,1.593882198259228
0.2470568185256481,-2.22519927138094,1.706504695309728
0.2470568185256481,-0.838336968135455,1.7063835807055834
0.2470568185256481,0.21069990226818106,1.7061728732512138
0.2470568185256481,-0.8098885106329836,1.7063493252447142
0.2470568185256481,-0.5289599927960774,1.7057532135839115
0.2470568185256481,-1.1370457719114055,1.7065030386458346
-0.9158406672483674,-1.2472835447334825,1.6306128404460432
-0.9158406672483674,0.0649015575680149,1.6306091940424592
-0.9158406672483674,-1.2935122881749985,1.6306128404460432
-0.9158406672483674,-0.777883995942703,1.6306128404460432
-0.9698271251826692,-0.7316552525011869,1.7234305640310463
-0.9698271251826692,-0.44361462028866305,1.7234305640310463
-0.9698271251826692,-0.834780910947646,1.7234305640310463
-0.9698271251826692,-0.41872221997400066,1.7234305640310463
-1.1274092186125233,0.6303146504296354,1.804208521710473
-1.1274092186125233,-0.19469061714203756,1.8044652548463005
-1.1274092186125233,-0.08800890150776974,1.8044652548340343
-1.1274092186125233,0.18936355914132763,1.804464704622597
0.5695164726737753,-0.5325160499838865,1.765415820066132
0.5695164726737753,-1.4108621753726938,1.7665806359579994
0.5695164726737753,0.31026950352683114,1.7665829504817765
-1.2032820784120826,-0.3831616480959113,1.7961348067475205
-1.2032820784120826,0.036453100065543004,1.7961348065817369
-1.2032820784120826,0.2640407600853151,1.7961342724920928
-1.2032820784120826,-1.1263776003479788,1.7961348067475205
-1.2032820784120826,-0.21602696026889123,1.7961348067475205
-0.37597608790534887,0.40272699040986376,1.6441869089394836
-0.37597608790534887,0.09690607225829502,1.644601719027361
-0.37597608790534887,0.5983101357393552,1.6444658574189215
-0.37597608790534887,0.6694312794955339,1.644637690277572
-0.37597608790534887,0.7618887663785661,1.644868102674066
-0.37597608790534887,1.000144597961765,1.6452718236059967
-0.37597608790534887,0.8294538529469361,1.6450196644457247
-0.37597608790534887,0.5911980213637372,1.644449849225841
-0.37597608790534887,1.0143688267130002,1.6452837937312155
-0.37597608790534887,0.8045614526322734,1.6449665196030359
